"ID","参照記号","パッケージ","数","名称","Supplier and ref",
1,"C1","C_0603_1608Metric",1,"1u",,,
2,"C2","C_0603_1608Metric",1,"0.1u",,,
3,"J1,J2","PinHeader_1x02_P2.54mm_Vertical",2,"Conn_01x02",,,
4,"R1","R_0603_1608Metric",1,"R",,,
5,"U1","SOT-363_SC-70-6",1,"LDSW_SiP32431",,,
